Program Time [s],Smooth Altitude,Height,Smooth velocity,State,Runtime (us),Max Height,Max velocity
368.553,313.832,-0.068665,-0.057335,1,9476,0.343292,0.257056
368.573,313.832,-0.068665,-0.085808,1,9470,0.343292,0.257056
368.593,313.729,-0.171631,-0.114447,1,9470,0.343292,0.257056
368.613,313.857,-0.042938,0.014196,1,9468,0.343292,0.257056
368.633,313.883,-0.017181,-0.000131,1,9470,0.343292,0.257056
368.653,313.883,-0.017151,-0.014443,1,9471,0.343292,0.257056
368.673,313.806,-0.09436,-0.057158,1,9469,0.343292,0.257056
368.693,313.806,-0.09436,0.014305,1,9469,0.343292,0.257056
368.713,313.909,0.008606,0.028438,1,9471,0.343292,0.257056
368.733,313.858,-0.042908,0.014168,1,9471,0.343292,0.257056
368.753,313.806,-0.094391,-0.014293,1,9469,0.343292,0.257056
368.774,313.806,-0.094391,0.042641,1,9470,0.343292,0.257056
368.794,313.858,-0.042908,-7.3e-05,1,9470,0.343292,0.257056
368.814,313.78,-0.120148,-0.056942,1,9468,0.343292,0.257056
368.834,313.729,-0.171631,-0.085403,1,9470,0.343292,0.257056
368.854,313.806,-0.09436,-1.6e-05,1,9468,0.343292,0.257056
368.874,313.909,0.008606,0.056863,1,9470,0.343292,0.257056
368.894,313.909,0.008575,-9.1e-05,1,9469,0.343292,0.257056
368.914,313.883,-0.017151,0.014185,1,9468,0.343292,0.257056
368.934,313.961,0.060089,0.085341,1,9468,0.343292,0.257056
368.954,314.064,0.163086,0.142292,1,9472,0.343292,0.257056
368.974,314.089,0.188812,0.128082,1,9470,0.343292,0.257056
368.994,314.141,0.240326,0.199326,1,9466,0.343292,0.257056
369.014,314.166,0.266022,0.242115,1,9469,0.343292,0.257056
369.034,314.192,0.291779,0.213403,1,9469,0.343292,0.257056
369.054,314.089,0.188812,0.099402,1,9469,0.343292,0.257056
369.074,314.012,0.111572,0.056632,1,9470,0.343292,0.257056
369.094,314.115,0.214539,0.1279,1,9467,0.343292,0.257056
369.114,314.089,0.188782,0.070884,1,9467,0.343292,0.257056
369.134,314.012,0.111572,-0.028913,1,9471,0.343292,0.257056
369.154,313.935,0.034332,-0.086031,1,9470,0.343292,0.257056
369.174,313.909,0.008575,-0.128894,1,9470,0.343292,0.257056
369.194,313.909,0.008575,-0.143125,1,9470,0.343292,0.257056
369.214,313.935,0.034332,-0.143099,1,9469,0.343292,0.257056
369.234,313.961,0.060089,-0.07164,1,9469,0.343292,0.257056
369.254,314.012,0.111572,-0.000189,1,9469,0.343292,0.257056
369.274,313.986,0.085846,-0.071513,1,9470,0.343292,0.257056
369.294,313.909,0.008575,-0.100093,1,9468,0.343292,0.257056
369.315,313.883,-0.017151,-0.071514,1,9469,0.343292,0.257056
369.335,313.909,0.008606,-0.014371,1,9470,0.343292,0.257056
369.355,313.986,0.085846,0.04276,1,9467,0.343292,0.257056
369.375,314.038,0.137329,0.071373,1,9471,0.343292,0.257056
369.395,313.961,0.060089,0.014276,1,9468,0.343292,0.257056
369.415,313.935,0.034332,-0.01431,1,9470,0.343292,0.257056
369.435,313.961,0.060089,-0.028594,1,9470,0.343292,0.257056
369.455,313.883,-0.017151,-0.05716,1,9468,0.343292,0.257056
369.475,313.986,0.085846,0.042738,1,9470,0.343292,0.257056
369.495,314.063,0.163055,0.099822,1,9472,0.343292,0.257056
369.515,314.063,0.163055,0.085565,1,9471,0.343292,0.257056
369.535,314.038,0.137299,0.028477,1,9472,0.343292,0.257056
369.555,313.986,0.085846,-0.02861,1,9469,0.343292,0.257056
369.575,313.935,0.034332,-0.014324,1,9471,0.343292,0.257056
369.595,314.063,0.163055,0.07131,1,9469,0.343292,0.257056
369.615,314.089,0.188782,0.07131,1,9469,0.343292,0.257056
369.635,314.089,0.188782,0.114186,1,9468,0.343292,0.257056
369.655,314.141,0.240265,0.085608,1,9471,0.343292,0.257056
369.675,314.141,0.240265,0.042728,1,9469,0.343292,0.257056
369.695,314.063,0.163055,-9e-05,1,9469,0.343292,0.257056
369.715,314.115,0.214569,0.042808,1,9470,0.343292,0.257056
369.735,314.115,0.214569,0.071393,1,9468,0.343292,0.257056
369.755,314.166,0.266022,0.128591,1,9471,0.343292,0.257056
369.775,314.218,0.317535,0.085676,1,9470,0.343292,0.257056
