Program Time [s],Smooth Altitude,Height,Smooth velocity,State,Runtime (us),Max Height,Max velocity
201.02,314.347,-1.18427,-0.099807,1,9473,0,-2.17818
201.041,314.45,-1.0813,-0.000391,1,9469,0,-2.17818
201.061,314.578,-0.952545,0.084677,1,9469,0,-2.17818
201.081,314.578,-0.952545,0.141387,1,9468,0,-2.17818
201.101,314.604,-0.926819,0.212336,1,9465,0,-2.17818
201.121,314.707,-0.823853,0.268977,1,9465,0,-2.17818
201.141,314.707,-0.823853,0.254812,1,9463,0,-2.17818
201.161,314.681,-0.849609,0.212291,1,9467,0,-2.17818
201.182,314.656,-0.875366,0.183938,1,9467,0,-2.17818
201.202,314.578,-0.952576,0.127302,1,9468,0,-2.17818
201.222,314.707,-0.823853,0.141572,1,9466,0,-2.17818
201.242,314.759,-0.772369,0.099024,1,9467,0,-2.17818
201.262,314.578,-0.952576,-0.000207,1,9469,0,-2.17818
201.282,314.501,-1.02982,-0.05689,1,9465,0,-2.17818
201.303,314.553,-0.978302,-0.085232,1,9466,0,-2.17818
201.323,314.63,-0.901062,-0.042613,1,9465,0,-2.17818
201.343,314.707,-0.823822,0.014069,1,9467,0,-2.17818
201.363,314.707,-0.823822,0.028239,1,9465,0,-2.17818
201.383,314.733,-0.798096,0.084937,1,9468,0,-2.17818
201.404,314.81,-0.720856,0.056578,1,9466,0,-2.17818
201.424,314.707,-0.823853,-0.028518,1,9468,0,-2.17818
201.444,314.681,-0.849609,0.056544,1,9465,0,-2.17818
201.464,314.759,-0.772339,0.141688,1,9468,0,-2.17818
201.484,314.81,-0.720856,0.141715,1,9466,0,-2.17818
201.504,314.733,-0.798096,0.056594,1,9465,0,-2.17818
201.525,314.604,-0.926819,-0.056859,1,9464,0,-2.17818
201.545,314.527,-1.00406,-0.099376,1,9466,0,-2.17818
201.565,314.578,-0.952606,-0.085203,1,9467,0,-2.17818
201.585,314.527,-1.00409,-0.156065,1,9466,0,-2.17818
201.605,314.424,-1.10706,-0.156056,1,9467,0,-2.17818
201.626,314.475,-1.05554,-0.113539,1,9467,0,-2.17818
201.646,314.424,-1.10706,-0.184357,1,9467,0,-2.17818
201.666,314.372,-1.15854,-0.241006,1,9469,0,-2.17818
201.686,314.398,-1.13281,-0.184358,1,9467,0,-2.17818
201.707,314.45,-1.0813,-0.085048,1,9468,0,-2.17818
201.727,314.475,-1.05554,-0.028441,1,9465,0,-2.17818
201.747,314.527,-1.00406,-0.028441,1,9467,0,-2.17818
201.767,314.475,-1.05554,-0.028441,1,9466,0,-2.17818
201.787,314.475,-1.05554,0.028215,1,9466,0,-2.17818
201.808,314.501,-1.02982,0.01409,1,9466,0,-2.17818
201.828,314.527,-1.00409,0.056546,1,9468,0,-2.17818
201.848,314.578,-0.952576,0.113182,1,9466,0,-2.17818
